author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ТСН Владис;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/307952579/;Щёлково;sale;flat;2;4;2;45.0;6200000;;Парковая ;4;Щёлковская;
ID 13402229;homeowner;https://shchyolkovo.cian.ru/sale/flat/289444105/;Щёлково;sale;flat;5;9;2;52.9;6100000;; Радиоцентра № 5;13;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308384997/;Щёлково;sale;flat;16;17;2;64.4;8369794;;Фряновское шоссе;13;Гольяново;Солнечная долина
ID 15969778;homeowner;https://shchyolkovo.cian.ru/sale/flat/302992572/;Щёлково;sale;flat;3;5;2;48.5;4300000;; Беляева;35;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308384704/;Щёлково;sale;flat;13;17;2;77.29;12656000;; Строителей;14А;Щёлковская;Солнечный Парк
ID 109057571;homeowner;https://shchyolkovo.cian.ru/sale/flat/308931539/;Щёлково;sale;flat;11;17;2;63.0;9500000;;;;;Богородский
ID 340365;realtor;https://shchyolkovo.cian.ru/sale/flat/306573703/;Щёлково;sale;flat;7;16;2;58.7;6950000;;;;;Богородский
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648539/;Щёлково;sale;flat;14;17;2;54.28;8033440;;;к6;Щёлковская;Соболевка ЖК
ID 12364983;homeowner;https://shchyolkovo.cian.ru/sale/flat/302387245/;Щёлково;sale;flat;6;16;2;62.0;10250000;;;;;Богородский
ID 334100;unknown;https://shchyolkovo.cian.ru/sale/flat/307135546/;Щёлково;sale;flat;10;17;1;43.0;5550000;;;;;Богородский
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945864/;Щёлково;sale;flat;13;17;1;41.0;5974734;;Фряновское шоссе;13;Гольяново;Солнечная долина
ID 116431322;homeowner;https://shchyolkovo.cian.ru/sale/flat/301875137/;Щёлково;sale;flat;14;14;2;62.4;9177744;;;;;Финский
Виктория Колтунова;realtor;https://shchyolkovo.cian.ru/sale/flat/304392280/;Щёлково;sale;flat;3;5;1;27.6;3150000;; Беляева;9;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648760/;Щёлково;sale;flat;1;17;1;39.66;5949000;;;к7;Железнодорожная;Соболевка ЖК
ID 52751740;homeowner;https://shchyolkovo.cian.ru/sale/flat/307569787/;Щёлково;sale;flat;5;5;2;41.6;5390000;; Беляева;1;Щёлковская;
Квартирный вопрос. Щелково;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/307721390/;Щёлково;sale;flat;8;14;2;60.7;7600000;; Жегаловская;27;Щёлковская;Новое Жегалово
Риверхаус;developer;https://shchyolkovo.cian.ru/sale/flat/280751835/;Щёлково;sale;flat;8;20;2;86.6;16454000;;Советская ;60;Первомайская;River House
Гранд Капитал;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/307957535/;Щёлково;sale;flat;3;5;2;47.0;4570000;мкр. Щелково-12; 8 Марта;19а;;
ID 81164633;unknown;https://shchyolkovo.cian.ru/sale/flat/308687656/;Щёлково;sale;flat;2;3;2;40.4;4800000;; Плеханова;10;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308385111/;Щёлково;sale;flat;1;17;2;61.11;9718800;;Полевая ;4Б;Гольяново;Дом на Сиреневой
Дмитрий Чиркин;realtor;https://shchyolkovo.cian.ru/sale/flat/307346621/;Щёлково;sale;flat;2;17;1;39.6;5100000;;;1к2;Щёлковская;Потапово
ID 174200;homeowner;https://shchyolkovo.cian.ru/sale/flat/305822003/;Щёлково;sale;flat;6;16;1;43.0;5550000;;;;;Богородский
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308384856/;Щёлково;sale;flat;16;17;2;50.56;9616200;;Центральная ;69;Щёлковская;Солнечный Парк
Дмитрий Чернов;realtor;https://shchyolkovo.cian.ru/sale/flat/305212868/;Щёлково;sale;flat;4;5;2;46.5;4490000;мкр. Заречный; Космодемьянская;13;;
ID 82611083;homeowner;https://shchyolkovo.cian.ru/sale/flat/277585354/;Щёлково;sale;flat;1;2;2;45.4;4000000;мкр. Дальний Воронок;Пионерская ;14;;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308384762/;Щёлково;sale;flat;13;17;2;74.84;13106400;; Строителей;14А;Щёлковская;Солнечный Парк
Монолит - Недвижимость в Щёлковском районе;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/304573698/;Щёлково;sale;flat;4;4;1;32.0;3790000;; Институтская;28;Щёлковская;
МИЭЛЬ;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308875950/;Щёлково;sale;flat;3;5;1;34.0;4500000;; Беляева;20А;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945827/;Щёлково;sale;flat;15;17;1;42.18;6525310;;Фряновское шоссе;13;Гольяново;Солнечная долина
Владимир Волошинов;realtor;https://shchyolkovo.cian.ru/sale/flat/297111359/;Щёлково;sale;flat;9;14;1;35.0;4500000;;Комсомольская ;2;Щёлковская;
ID 95085;realtor;https://shchyolkovo.cian.ru/sale/flat/308294258/;Щёлково;sale;flat;3;5;2;48.0;4650000;мкр. Заречный; Космодемьянская;15к3;;
Ирина Шалаевская;realtor;https://shchyolkovo.cian.ru/sale/flat/301123977/;Щёлково;sale;flat;1;4;1;30.1;4350000;; Пушкина;17;Щёлковская;
ID 78884982;unknown;https://shchyolkovo.cian.ru/sale/flat/305562447/;Щёлково;sale;flat;8;9;1;36.0;5650000;;Советская ;3;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308854556/;Щёлково;sale;flat;8;17;2;61.86;10143600;;Полевая ;4А;Гольяново;Дом на Сиреневой
АЛГА;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/306696989/;Щёлково;sale;flat;9;9;2;45.0;5350000;; Жуковского;7;Щёлковская;
ID 469177;realtor;https://shchyolkovo.cian.ru/sale/flat/298773448/;Щёлково;sale;flat;3;5;1;27.6;3600000;; Институтская;37;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648636/;Щёлково;sale;flat;8;17;1;61.23;9490650;;;к7;Железнодорожная;Соболевка ЖК
Светлана Антонова;realtor;https://shchyolkovo.cian.ru/sale/flat/308290068/;Щёлково;sale;flat;1;5;2;40.8;5100000;; Комарова;15к3;Щёлковская;
ID 22874374;homeowner;https://shchyolkovo.cian.ru/sale/flat/296084342/;Щёлково;sale;flat;14;17;1;43.5;6300000;; Жегаловская;29к1;Щёлковская;Новое Жегалово
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945964/;Щёлково;sale;flat;16;17;1;33.34;6296250;;Полевая ;4А;Гольяново;Дом на Сиреневой
Елена Васильева;realtor;https://shchyolkovo.cian.ru/sale/flat/301959999/;Щёлково;sale;flat;13;17;2;62.8;8777000;;;1к2;Щёлковская;Потапово
ID 26640;realtor;https://shchyolkovo.cian.ru/sale/flat/300007894/;Щёлково;sale;flat;4;5;1;28.0;3750000;; Беляева;9;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648132/;Щёлково;sale;flat;4;17;1;60.5;9377500;;;к6;Щёлковская;Соболевка ЖК
Оксана Кувшинова;realtor;https://shchyolkovo.cian.ru/sale/flat/307100131/;Щёлково;sale;flat;4;9;2;44.0;7450000;; Жуковского;6;Щёлковская;
ID 117458723;homeowner;https://shchyolkovo.cian.ru/sale/flat/303000022/;Щёлково;sale;flat;5;5;-1;42.0;2150000;; Беляева;15;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945931/;Щёлково;sale;flat;13;17;1;45.79;7939000;;Полевая ;4А;Гольяново;Дом на Сиреневой
АЛГА;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/304747041/;Щёлково;sale;flat;4;5;2;48.2;4900000;; Беляева;31;Щёлковская;
ID 14013266;homeowner;https://shchyolkovo.cian.ru/sale/flat/300509663/;Щёлково;sale;flat;2;10;2;52.0;7850000;;Комсомольская ;10А;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648961/;Щёлково;sale;flat;15;17;2;62.04;10216747;;;к8;Гольяново;Соболевка ЖК
Марина Королева;realtor;https://shchyolkovo.cian.ru/sale/flat/307996268/;Щёлково;sale;flat;4;9;1;38.2;5700000;мкр. Заречный;Комсомольская ;1а;;
ID 121423501;homeowner;https://shchyolkovo.cian.ru/sale/flat/306947544/;Щёлково;sale;flat;7;9;1;37.6;5350000;;Комсомольская ;20;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308384736/;Щёлково;sale;flat;4;17;2;73.18;11861400;; Строителей;14А;Щёлковская;Солнечный Парк
МИЭЛЬ;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/305433382/;Щёлково;sale;flat;5;16;2;46.2;6650000;;;;;Богородский
Городок;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/306973809/;Щёлково;sale;flat;13;14;1;37.1;4900000;; Гагарина;8;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308384836/;Щёлково;sale;flat;11;17;2;74.88;13098600;;Центральная ;69;Щёлковская;Солнечный Парк
Виктория Колтунова;realtor;https://shchyolkovo.cian.ru/sale/flat/304616729/;Щёлково;sale;flat;3;5;2;48.3;5500000;мкр. Щелково-7; Неделина;6;;
Оранж;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/302755204/;Щёлково;sale;flat;11;18;2;66.3;9998000;;Первомайская ;5к2;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648977/;Щёлково;sale;flat;1;17;1;45.11;7510815;;;к8;Гольяново;Соболевка ЖК
Shakti Realty;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/303349248/;Щёлково;sale;flat;11;19;1;25.3;4950000;; Радиоцентра № 5;16;Щёлковская;
Самолет плюс Щелково;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308556324/;Щёлково;sale;flat;1;4;1;31.1;4300000;; Насосного Завода;6А;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/308803579/;Щёлково;sale;flat;11;17;1;46.53;6979500;;;к7;Железнодорожная;Соболевка ЖК
Елена Фомина;realtor;https://shchyolkovo.cian.ru/sale/flat/305216882/;Щёлково;sale;flat;10;22;1;39.4;6800000;;;1к1;Щёлковская;Потапово
ID 64155020;homeowner;https://shchyolkovo.cian.ru/sale/flat/307273058/;Щёлково;sale;flat;1;5;1;31.0;3650000;; Беляева;47;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945820/;Щёлково;sale;flat;16;17;1;39.5;6305640;;Фряновское шоссе;13;Гольяново;Солнечная долина
Этажи Москва;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/307013966/;Щёлково;sale;flat;4;4;2;58.0;5400000;; Ленина;1;Щёлковская;
ID 85431974;homeowner;https://shchyolkovo.cian.ru/sale/flat/307391603/;Щёлково;sale;flat;14;16;1;36.8;6930000;;;;;Богородский
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648839/;Щёлково;sale;flat;9;17;1;52.35;7852500;;;к7;Железнодорожная;Соболевка ЖК
Виктория Колтунова;realtor;https://shchyolkovo.cian.ru/sale/flat/307965329/;Щёлково;sale;flat;2;12;1;38.0;5700000;; Циолковского;6;Щёлковская;
ID 85832523;homeowner;https://shchyolkovo.cian.ru/sale/flat/285659465/;Щёлково;sale;flat;11;14;1;41.0;6597000;; Чкаловская;4Б;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308384620/;Щёлково;sale;flat;12;17;1;49.77;9010900;;Центральная ;67;Щёлковская;Солнечный Парк
REALTY PRО;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/303887030/;Щёлково;sale;flat;3;5;2;44.0;5300000;мкр. Заречный;Сиреневая ;26;;
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/301423119/;Щёлково;sale;flat;2;4;1;31.0;4450000;; Иванова;11А;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648785/;Щёлково;sale;flat;2;17;1;45.6;6840000;;;к7;Железнодорожная;Соболевка ЖК
Александр Кузин;realtor;https://shchyolkovo.cian.ru/sale/flat/303123798/;Щёлково;sale;flat;6;14;2;63.5;8800000;;Центральная ;16к1;Щёлковская;Центральный (Щелково)
ID 50113903;realtor;https://shchyolkovo.cian.ru/sale/flat/305922197/;Щёлково;sale;flat;6;14;2;51.0;5650000;; Гагарина;12;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648975/;Щёлково;sale;flat;1;17;1;43.99;7324335;;;к8;Гольяново;Соболевка ЖК
Елена Никифорова;realtor;https://shchyolkovo.cian.ru/sale/flat/305018549/;Щёлково;sale;flat;6;10;2;49.7;7700000;;Пролетарский проспект;3;Щёлковская;
ID 13826241;unknown;https://shchyolkovo.cian.ru/sale/flat/304942298/;Щёлково;sale;flat;10;14;1;45.0;6100000;;Комсомольская ;22;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308385016/;Щёлково;sale;flat;11;17;2;54.3;8124160;;Фряновское шоссе;13;Гольяново;Солнечная долина
Галина Мамина;realtor;https://shchyolkovo.cian.ru/sale/flat/304221349/;Щёлково;sale;flat;2;5;2;47.8;5700000;; Беляева;4а;Щёлковская;
ID 13034815;realtor;https://shchyolkovo.cian.ru/sale/flat/277297941/;Щёлково;sale;flat;12;12;1;34.3;4600000;; Гагарина;2;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648316/;Щёлково;sale;flat;1;17;1;45.11;6766500;;;к6;Щёлковская;Соболевка ЖК
Елена Москалец;realtor;https://shchyolkovo.cian.ru/sale/flat/305884322/;Щёлково;sale;flat;4;5;2;41.7;4750000;мкр. Заречный;Полевая ;12;;
ТСН Владис;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308060903/;Щёлково;sale;flat;2;5;1;30.3;4150000;; Институтская;39;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/308111568/;Щёлково;sale;flat;2;17;1;44.03;6604500;;;к6;Щёлковская;Соболевка ЖК
Мир Жилья;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/304402886/;Щёлково;sale;flat;12;18;1;42.0;8650000;;Заречная ;8к1;Щёлковская;Заречная 4
ID 91744642;homeowner;https://shchyolkovo.cian.ru/sale/flat/307672659/;Щёлково;sale;flat;7;17;2;68.2;8750000;;;1;Щёлковская;Потапово
Александр Шептицкий;realtor;https://shchyolkovo.cian.ru/sale/flat/306149709/;Щёлково;sale;flat;2;2;2;45.0;4300000;Щелково;Рабочая ;14;;
Тёплый Дом;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/298567874/;Щёлково;sale;flat;13;17;1;46.5;7250000;мкр. Дальний Воронок;Центральная ;69;;Солнечный Парк
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648554/;Щёлково;sale;flat;15;17;1;47.51;7126500;;;к6;Щёлковская;Соболевка ЖК
ИНКОМ-Недвижимость;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/303024037/;Щёлково;sale;flat;3;5;2;47.7;6500000;; Беляева;41;Щёлковская;
ID 2231914;unknown;https://shchyolkovo.cian.ru/sale/flat/302275762/;Щёлково;sale;flat;2;5;2;45.2;4700000;; Комарова;15;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648784/;Щёлково;sale;flat;2;17;1;44.03;6604500;;;к7;Железнодорожная;Соболевка ЖК
Виктория Колтунова;realtor;https://shchyolkovo.cian.ru/sale/flat/307933032/;Щёлково;sale;flat;1;5;2;43.2;4790000;; Ленина;16;Щёлковская;
Самолет Плюс;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308289650/;Щёлково;sale;flat;12;16;1;40.0;5500000;;;;;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945928/;Щёлково;sale;flat;17;17;1;42.57;7647500;;Полевая ;4А;Гольяново;Дом на Сиреневой
ИП Бачелис Н. А.;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/307696485/;Щёлково;sale;flat;5;5;2;42.0;5650000;; Комарова;18к1;Щёлковская;
ID 101654709;homeowner;https://shchyolkovo.cian.ru/sale/flat/290170196/;Щёлково;sale;flat;5;5;2;50.0;6800000;;Парковая ;3А;Щёлковская;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945937/;Щёлково;sale;flat;17;17;1;34.51;6478200;;Полевая ;4А;Гольяново;Дом на Сиреневой
Наталия Черенкова;realtor;https://shchyolkovo.cian.ru/sale/flat/308026431/;Щёлково;sale;flat;1;5;2;55.5;9500000;;Гостиный переулок;6;Щёлковская;
ID 72769500;homeowner;https://shchyolkovo.cian.ru/sale/flat/305373642/;Щёлково;sale;flat;13;14;1;42.75;6500000;;;к5;Щёлковская;Центральный (Щелково)
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945916/;Щёлково;sale;flat;2;17;1;40.85;7191000;;Полевая ;4А;Гольяново;Дом на Сиреневой
Евгений Сердюков;realtor;https://shchyolkovo.cian.ru/sale/flat/308304790/;Щёлково;sale;flat;3;4;1;30.0;5600000;; Пушкина;9;Щёлковская;
Наталья Селиванова;realtor;https://shchyolkovo.cian.ru/sale/flat/299179333/;Щёлково;sale;flat;11;14;2;58.0;7550000;; 8 Марта;29;Щёлковская;Новое Жегалово
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/308384880/;Щёлково;sale;flat;1;17;2;73.93;15000000;;Центральная ;69;Щёлковская;Солнечный Парк
Сфера недвижимости;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308403297/;Щёлково;sale;flat;15;16;2;59.6;7000000;;;;;Богородский
ID 49943116;realtor;https://shchyolkovo.cian.ru/sale/flat/308467081/;Щёлково;sale;flat;2;5;2;44.6;5200000;мкр. Заречный;Полевая ;6а;;
R-invest;developer;https://shchyolkovo.cian.ru/sale/flat/307945898/;Щёлково;sale;flat;8;17;1;36.46;6638500;;Полевая ;4Б;Гольяново;Дом на Сиреневой
АЛЬЯНС Недвижимость;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/294764106/;Щёлково;sale;flat;4;4;2;42.0;5500000;; Пушкина;9;Щёлковская;
ТСН Владис;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/307855743/;Щёлково;sale;flat;3;14;2;64.1;8700000;; 8 Марта;29;Щёлковская;Новое Жегалово
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648767/;Щёлково;sale;flat;1;17;1;45.11;6766500;;;к7;Железнодорожная;Соболевка ЖК
КапиталЪ;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/306589351/;Щёлково;sale;flat;1;5;1;31.3;4000000;; Беляева;2а;Щёлковская;
ID 18815473;homeowner;https://shchyolkovo.cian.ru/sale/flat/306522860/;Щёлково;sale;flat;4;5;1;28.4;3900000;;переулок 1-й Советский;4;Щёлковская;
ГРАНД;developer;https://shchyolkovo.cian.ru/sale/flat/307648196/;Щёлково;sale;flat;9;17;1;52.35;7852500;;;к6;Щёлковская;Соболевка ЖК
Оранж;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/303517865/;Щёлково;sale;flat;6;18;2;55.6;7500000;Щелково;Фряновское шоссе;64к2;;Солнечная долина
Людмила Трофимова;realtor;https://shchyolkovo.cian.ru/sale/flat/307828890/;Щёлково;sale;flat;9;17;1;45.5;7600000;; Чкаловская;1;Щёлковская;Гагаринский
Оранж;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308805662/;Щёлково;sale;flat;17;18;1;41.8;7650000;;Заречная ;8к1;Щёлковская;Заречная 4
КОНТИНЕНТ;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308282280/;Щёлково;sale;flat;10;18;2;52.0;7950000;;Пролетарский проспект;4к1;Щёлковская;Дом на Пролетарском проспекте
Простор-недвижимость;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/305927214/;Щёлково;sale;flat;3;14;2;60.0;7950000;мкр. Дальний Воронок;Центральная ;92;;
Квартирный вопрос. Щелково;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/304900753/;Щёлково;sale;flat;10;12;2;55.0;7950000;; 8 Марта;29;Щёлковская;Новое Жегалово
ИНФИНИТИ;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/306084718/;Щёлково;sale;flat;16;16;2;54.9;8000000;;;2;Выхино;Богородский
Ольга Терентьева;realtor;https://shchyolkovo.cian.ru/sale/flat/308139810/;Щёлково;sale;flat;2;4;2;57.0;8199999;мкр. Центральный;Центральная ;37;;
Елена Тихомирова;realtor;https://shchyolkovo.cian.ru/sale/flat/304042508/;Щёлково;sale;flat;11;16;2;62.0;8150000;;;;;Богородский
Ольга Никитина;realtor;https://shchyolkovo.cian.ru/sale/flat/300518620/;Щёлково;sale;flat;6;11;2;62.8;8300000;; 8 Марта;11;Щёлковская;
Алексей Микушов;realtor;https://shchyolkovo.cian.ru/sale/flat/304812796/;Щёлково;sale;flat;15;16;2;62.0;8300000;;;;;Богородский
ИНКОМ-Недвижимость;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308908379/;Щёлково;sale;flat;3;10;2;58.6;8370000;;Заречная ;9;Щёлковская;
Наш Город;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308112059/;Щёлково;sale;flat;11;17;2;67.4;8300000;;;1к2;Щёлковская;Потапово
Владис;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/307866012/;Щёлково;sale;flat;16;20;2;59.8;8370000;; Жегаловская;29;Щёлковская;Новое Жегалово
Мир Жилья;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/302153458/;Щёлково;sale;flat;14;17;2;58.0;8499000;;;3;Ростокино;Богородский
Метражи group;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/304829804/;Щёлково;sale;flat;2;17;2;60.0;8400000;;;9к1;ВДНХ;
Служба недвижимости Подмосковья;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/306564305/;Щёлково;sale;flat;15;16;2;60.0;8600000;;;2;Щёлковская;Богородский
Михаил Евсеев;realtor;https://shchyolkovo.cian.ru/sale/flat/307753221/;Щёлково;sale;flat;12;16;2;63.0;8700000;мкр. Щелково-7; Неделина;23;;
На Петровке;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/299363866/;Щёлково;sale;flat;11;16;2;60.0;8800000;; Неделина;26;Щёлковская;Серебряные пруды
Мир Жилья;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/303794711/;Щёлково;sale;flat;6;10;2;69.0;8999999;;;к5;Щёлковская;Центральный (Щелково)
ТСН Владис;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/307872280/;Щёлково;sale;flat;3;17;2;65.2;8999000;;Краснознаменская ;17к3;Щёлковская;
